Tempo de processamento (perf_counter): 1.8002 segundos

         50234 function calls (49020 primitive calls) in 1.815 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       70    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:656(has_location)
        5    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 socket.py:218(socket)
       29    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
      2/1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        2    0.000    0.000    0.000    0.000 {built-in method _signal.pthread_sigmask}
        8    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        3    0.000    0.000    0.000    0.000 enum.py:918(_check_for_existing_members_)
        1    0.000    0.000    0.000    0.000 contextlib.py:17(AbstractContextManager)
       42    0.000    0.000    0.000    0.000 _compat_pickle.py:164(<genexpr>)
        6    0.000    0.000    0.000    0.000 context.py:243(get_context)
        1    0.000    0.000    0.000    0.000 queue.py:40(Queue)
       53    0.000    0.000    0.000    0.000 __init__.py:108(<lambda>)
        4    0.000    0.000    0.000    0.000 _parser.py:265(getwhile)
        1    0.000    0.000    0.000    0.000 {built-in method posix.ftruncate}
        1    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
       44    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:917(__init__)
       16    0.000    0.000    0.000    0.000 _compiler.py:587(isstring)
       78    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
        1    0.000    0.000    0.000    0.000 _zstdfile.py:20(ZstdFile)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:166(<genexpr>)
       31    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       30    0.000    0.000    0.000    0.000 _parser.py:113(__init__)
       79    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
       11    0.000    0.000    0.000    0.000 _parser.py:172(__setitem__)
       44    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:942(get_filename)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.set_name}
        1    0.000    0.000    0.000    0.000 random.py:103(Random)
        4    0.000    0.000    0.000    0.000 _weakrefset.py:15(_remove)
       45    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1337(<genexpr>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 shared_memory.py:50(SharedMemory)
        1    0.000    0.000    0.000    0.000 <frozen os>:704(__getitem__)
        1    0.000    0.000    0.000    0.000 connection.py:118(_ConnectionBase)
        4    0.000    0.000    0.000    0.000 weakref.py:289(__new__)
       44    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:750(create_module)
        1    0.000    0.000    0.000    0.000 process.py:403(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:146(_RLock)
        1    0.000    0.000    0.000    0.000 selectors.py:84(BaseSelector)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        4    0.000    0.000    0.000    0.000 enum.py:187(__get__)
       11    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:373(abspath)
        8    0.000    0.000    0.000    0.000 _parser.py:947(fix_flags)
        2    0.000    0.000    0.000    0.000 threading.py:1054(_set_native_id)
        1    0.000    0.000    0.000    0.000 reduction.py:33(ForkingPickler)
        1    0.000    0.000    0.000    0.000 synchronize.py:45(SemLock)
        6    0.000    0.000    0.000    0.000 connection.py:877(<genexpr>)
        8    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 spawn.py:36(set_executable)
        1    0.000    0.000    0.000    0.000 decoder.py:292(__init__)
       32    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        7    0.000    0.000    0.000    0.000 enum.py:114(_iter_bits_lsb)
        1    0.000    0.000    0.000    0.000 threading.py:685(Barrier)
        1    0.000    0.000    0.000    0.000 connection.py:381(Connection)
       21    0.000    0.000    0.000    0.000 enum.py:90(_is_single_bit)
        1    0.000    0.000    0.000    0.000 subprocess.py:132(CalledProcessError)
        5    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        7    0.000    0.000    0.000    0.000 enum.py:789(__members__)
        1    0.000    0.000    0.000    0.000 hmac.py:42(HMAC)
        1    0.000    0.000    0.000    0.000 _parser.py:372(_escape)
        1    0.000    0.000    0.000    0.000 resource_tracker.py:64(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:885(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 _streams.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 tempfile.py:133(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 connection.py:466(Listener)
        1    0.000    0.000    0.000    0.000 contextlib.py:41(AbstractAsyncContextManager)
        1    0.000    0.000    0.000    0.000 queue.py:315(_PySimpleQueue)
        3    0.000    0.000    0.000    0.000 enum.py:334(__init__)
        1    0.000    0.000    0.000    0.000 popen_fork.py:13(Popen)
        2    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        1    0.000    0.000    0.000    0.000 subprocess.py:477(CompletedProcess)
       32    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        1    0.000    0.000    0.000    0.000 secrets.py:33(token_bytes)
        4    0.000    0.000    0.000    0.000 weakref.py:294(__init__)
       29    0.000    0.000    0.000    0.000 enum.py:236(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:235(update)
        2    0.000    0.000    0.000    0.000 connection.py:121(__init__)
        1    0.000    0.000    0.000    0.000 synchronize.py:377(Barrier)
       18    0.000    0.000    0.000    0.000 _compiler.py:442(_get_iscased)
        2    0.000    0.000    0.000    0.000 weakref.py:105(remove)
       23    0.000    0.000    0.000    0.000 enum.py:781(<genexpr>)
        1    0.000    0.000    0.000    0.000 context.py:226(Process)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:12(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:278(Condition)
        6    0.000    0.000    0.000    0.000 signal.py:51(decorator)
        1    0.000    0.000    0.000    0.000 {method 'hex' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 resource_tracker.py:62(ResourceTracker)
        9    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       15    0.000    0.000    0.000    0.000 _compiler.py:33(_combine_flags)
        3    0.000    0.000    0.000    0.000 enum.py:947(_find_data_repr_)
       24    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
        1    0.000    0.000    0.000    0.000 threading.py:1050(_set_ident)
        7    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of 'select.epoll' objects}
        3    0.000    0.000    0.000    0.000 synchronize.py:89(_make_methods)
        8    0.000    0.000    0.000    0.000 process.py:99(_check_closed)
        8    0.000    0.000    0.000    0.000 _parser.py:77(__init__)
        6    0.000    0.000    0.000    0.000 reduction.py:43(register)
        1    0.000    0.000    0.000    0.000 synchronize.py:224(Condition)
        4    0.000    0.000    0.000    0.000 {built-in method posix.waitstatus_to_exitcode}
       24    0.000    0.000    0.000    0.000 {built-in method math.floor}
        1    0.000    0.000    0.000    0.000 subprocess.py:108(_del_safe)
        1    0.000    0.000    0.000    0.000 queues.py:357(SimpleQueue)
        1    0.000    0.000    0.000    0.000 context.py:289(SpawnProcess)
        2    0.000    0.000    0.000    0.000 threading.py:1308(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 queue.py:280(PriorityQueue)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1017(is_package)
        1    0.000    0.000    0.000    0.000 random.py:888(SystemRandom)
        3    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 selectors.py:281(SelectSelector)
        1    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
        1    0.000    0.000    0.000    0.000 contextlib.py:472(_BaseExitStack)
        1    0.000    0.000    0.000    0.000 encoder.py:74(JSONEncoder)
        1    0.000    0.000    0.000    0.000 <frozen os>:786(encode)
        2    0.000    0.000    0.000    0.000 functools.py:553(lru_cache)
        4    0.000    0.000    0.000    0.000 context.py:193(get_context)
        2    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        5    0.000    0.000    0.000    0.000 util.py:45(sub_debug)
        9    0.000    0.000    0.000    0.000 __init__.py:435(<genexpr>)
        1    0.000    0.000    0.000    0.000 socket.py:683(SocketIO)
        8    0.000    0.000    0.000    0.000 util.py:49(debug)
        1    0.000    0.000    0.000    0.000 tempfile.py:487(_TemporaryFileWrapper)
        7    0.000    0.000    0.000    0.000 enum.py:1724(_simple_enum)
        2    0.000    0.000    0.000    0.000 threading.py:322(_release_save)
        2    0.000    0.000    0.000    0.000 threading.py:126(RLock)
        1    0.000    0.000    0.000    0.000 tempfile.py:433(_TemporaryFileCloser)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1040(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method posix.fstat}
        1    0.000    0.000    0.000    0.000 contextlib.py:631(AsyncExitStack)
        9    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 <frozen os>:851(fsencode)
        1    0.000    0.000    0.000    0.000 util.py:253(Finalize)
        2    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        1    0.000    0.000    0.000    0.000 contextlib.py:342(closing)
        1    0.000    0.000    0.000    0.000 {method 'release' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 pickle.py:193(_Framer)
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 subprocess.py:169(TimeoutExpired)
        7    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 {built-in method posix.confstr}
        1    0.000    0.000    0.000    0.000 decoder.py:262(JSONDecoder)
        9    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 random.py:909(randbytes)
        1    0.000    0.000    0.000    0.000 context.py:236(DefaultContext)
        1    0.000    0.000    0.000    0.000 threading.py:1438(_DummyThread)
        1    0.000    0.000    0.000    0.000 connection.py:1009(ConnectionWrapper)
        1    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 random.py:225(__init_subclass__)
        1    0.000    0.000    0.000    0.000 contextlib.py:557(ExitStack)
        1    0.000    0.000    0.000    0.000 reduction.py:251(AbstractReducer)
        4    0.000    0.000    0.000    0.000 {built-in method maketrans}
        1    0.000    0.000    0.000    0.000 shared_memory.py:187(__del__)
        1    0.000    0.000    0.000    0.000 queues.py:314(JoinableQueue)
        2    0.000    0.000    0.000    0.000 enum.py:777(__iter__)
        1    0.000    0.000    0.000    0.000 selectors.py:60(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 util.py:439(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 __init__.py:44(FrameInfo)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 selectors.py:330(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 context.py:282(ForkProcess)
        1    0.000    0.000    0.000    0.000 _py_warnings.py:67(_GlobalContext)
        5    0.000    0.000    0.000    0.000 enum.py:1443(<lambda>)
        1    0.000    0.000    0.000    0.000 _py_warnings.py:596(catch_warnings)
        1    0.000    0.000    0.000    0.000 selectors.py:210(_BaseSelectorImpl)
        2    0.000    0.000    0.000    0.000 {method '_recursion_count' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 process.py:368(_ParentProcess)
        1    0.000    0.000    0.000    0.000 _py_warnings.py:681(deprecated)
        1    0.000    0.000    0.000    0.000 threading.py:459(Semaphore)
        1    0.000    0.000    0.000    0.000 _streams.py:9(BaseStream)
        6    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 functools.py:65(wraps)
        1    0.000    0.000    0.000    0.000 threading.py:591(Event)
        1    0.000    0.000    0.000    0.000 selectors.py:426(EpollSelector)
        1    0.000    0.000    0.000    0.000 contextlib.py:775(nullcontext)
        1    0.000    0.000    0.000    0.000 shared_memory.py:206(buf)
        1    0.000    0.000    0.000    0.000 {built-in method posix._path_normpath}
        1    0.000    0.000    0.000    0.000 context.py:209(reducer)
        2    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 selectors.py:414(PollSelector)
        6    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 connection.py:635(SocketListener)
        3    0.000    0.000    0.000    0.000 context.py:203(get_start_method)
        1    0.000    0.000    0.000    0.000 contextlib.py:802(chdir)
        6    0.000    0.000    0.000    0.000 signal.py:50(_wraps)
        4    0.000    0.000    0.000    0.000 process.py:196(name)
        1    0.000    0.000    0.000    0.000 synchronize.py:132(Semaphore)
        2    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
        1    0.000    0.000    0.000    0.000 pickle.py:72(PickleError)
        1    0.000    0.000    0.000    0.000 encoder.py:105(__init__)
        1    0.000    0.000    0.000    0.000 context.py:316(ForkServerContext)
        1    0.000    0.000    0.000    0.000 synchronize.py:335(Event)
        1    0.000    0.000    0.000    0.000 contextlib.py:66(ContextDecorator)
        1    0.000    0.000    0.000    0.000 threading.py:325(_acquire_restore)
        1    0.000    0.000    0.000    0.000 threading.py:546(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 _py_warnings.py:52(_Context)
        1    0.000    0.000    0.000    0.000 pickle.py:256(_Unframer)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 threading.py:1409(_DeleteDummyThreadOnDel)
        1    0.000    0.000    0.000    0.000 subprocess.py:296(_optim_args_from_interpreter_flags)
        1    0.000    0.000    0.000    0.000 threading.py:1361(Timer)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:345(__subclasshook__)
        1    0.000    0.000    0.000    0.000 reduction.py:211(_C)
        1    0.000    0.000    0.000    0.000 context.py:301(ForkServerProcess)
        1    0.000    0.000    0.000    0.000 contextlib.py:367(aclosing)
        4    0.000    0.000    0.000    0.000 enum.py:1324(value)
        1    0.000    0.000    0.000    0.000 queue.py:299(LifoQueue)
        1    0.000    0.000    0.000    0.000 warnings.py:79(_Lock)
        1    0.000    0.000    0.000    0.000 pickle.py:96(_Stop)
        1    0.000    0.000    0.000    0.000 contextlib.py:105(_GeneratorContextManagerBase)
        1    0.000    0.000    0.000    0.000 contextlib.py:393(_RedirectStream)
        1    0.000    0.000    0.000    0.000 process.py:353(AuthenticationString)
        1    0.000    0.000    0.000    0.000 _py_warnings.py:571(WarningMessage)
        1    0.000    0.000    0.000    0.000 synchronize.py:156(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 process.py:401(_MainProcess)
        1    0.000    0.000    0.000    0.000 contextlib.py:411(redirect_stdout)
        1    0.000    0.000    0.000    0.000 contextlib.py:433(suppress)
        1    0.000    0.000    0.000    0.000 context.py:239(__init__)
        1    0.000    0.000    0.000    0.000 contextlib.py:89(AsyncContextDecorator)
        1    0.000    0.000    0.000    0.000 shutil.py:75(Error)
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 contextlib.py:202(_AsyncGeneratorContextManager)
        1    0.000    0.000    0.000    0.000 contextlib.py:129(_GeneratorContextManager)
        1    0.000    0.000    0.000    0.000 queue.py:31(Full)
        1    0.000    0.000    0.000    0.000 context.py:308(ForkContext)
        1    0.000    0.000    0.000    0.000 synchronize.py:173(Lock)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:456(ForkAwareLocal)
        1    0.000    0.000    0.000    0.000 threading.py:1391(_MainThread)
        1    0.000    0.000    0.000    0.000 {built-in method _thread._make_thread_handle}
        1    0.000    0.000    0.000    0.000 socket.py:215(_GiveupOnSendfile)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 connection.py:1031(XmlListener)
        3    0.000    0.000    0.000    0.000 process.py:37(current_process)
        1    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.000    0.000 shutil.py:78(SameFileError)
        2    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
        1    0.000    0.000    0.000    0.000 util.py:109(_platform_supports_abstract_sockets)
        1    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 _py_warnings.py:68(__init__)
        1    0.000    0.000    0.000    0.000 resource_tracker.py:58(ReentrantCallError)
        1    0.000    0.000    0.000    0.000 shutil.py:81(SpecialFileError)
        1    0.000    0.000    0.000    0.000 _py_warnings.py:344(_OptionError)
        1    0.000    0.000    0.000    0.000 context.py:312(SpawnContext)
        1    0.000    0.000    0.000    0.000 threading.py:1188(daemon)
        1    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 contextlib.py:427(redirect_stderr)
        1    0.000    0.000    0.000    0.000 context.py:20(TimeoutError)
        1    0.000    0.000    0.000    0.000 {built-in method _zstd.set_parameter_types}
        1    0.000    0.000    0.000    0.000 synchronize.py:198(RLock)
        1    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._get_main_thread_ident}
        2    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.000    0.000 context.py:14(ProcessError)
        1    0.000    0.000    0.000    0.000 pickle.py:76(PicklingError)
        1    0.000    0.000    0.000    0.000 queue.py:36(ShutDown)
        1    0.000    0.000    0.000    0.000 shutil.py:86(ReadError)
        1    0.000    0.000    0.000    0.000 _py_warnings.py:350(_processoptions)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.daemon_threads_allowed}
        1    0.000    0.000    0.000    0.000 threading.py:848(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 subprocess.py:129(SubprocessError)
        1    0.000    0.000    0.000    0.000 pickle.py:83(UnpicklingError)
        1    0.000    0.000    0.000    0.000 context.py:23(AuthenticationError)
        1    0.000    0.000    0.000    0.000 _py_warnings.py:24(_set_module)
        1    0.000    0.000    0.000    0.000 shutil.py:89(RegistryError)
        1    0.000    0.000    0.000    0.000 shutil.py:93(_GiveupOnFastCopy)
        1    0.000    0.000    0.000    0.000 context.py:17(BufferTooShort)
        1    0.000    0.000    0.000    0.000 threading.py:615(is_set)
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 context.py:219(_check_available)
        1    0.000    0.000    0.000    0.000 random.py:915(seed)
        1    0.000    0.000    0.000    0.000 spawn.py:45(get_executable)


